Make,Model,Year,Engine.Fuel.Type,Engine.HP,Engine.Cylinders,Transmission.Type,Driven_Wheels,Number.of.Doors,Vehicle.Size,Vehicle.Style,highway.MPG,city.mpg,Popularity,MSRP,Market.Category
FIAT,500,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,34,28,819,22575,"Hatchback,Factory Tuner,Performance"
FIAT,500X,2017,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,30,22,819,25135,Crossover
FIAT,500,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,Compact,Convertible,34,28,819,26695,"Factory Tuner,Performance"
FIAT,500L,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,Compact,Wagon,33,25,819,20695,Hatchback
FIAT,500L,2017,premium unleaded (recommended),160,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,30,22,819,23695,Hatchback
FIAT,500,2017,premium unleaded (recommended),160,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,33,28,819,19995,"Hatchback,Factory Tuner,Performance"
FIAT,500L,2016,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,Compact,Wagon,33,25,819,23395,Hatchback
FIAT,124 Spider,2017,premium unleaded (recommended),160,4,MANUAL,rear wheel drive,2,Compact,Convertible,35,26,819,28195,Performance
FIAT,500L,2015,premium unleaded (recommended),160,4,MANUAL,front wheel drive,4,Compact,Wagon,33,25,819,19345,Hatchback
Ford,Thunderbird,2004,premium unleaded (required),280,8,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,21,15,5657,37435,Performance
Ford,F-250,1999,regular unleaded,220,8,AUTOMATIC,four wheel drive,2,Large,Regular Cab Pickup,15,12,5657,3878,Crossover
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Large,Wagon,22,17,5657,30440,Crossover
Ford,Mustang,2017,premium unleaded (recommended),310,4,MANUAL,rear wheel drive,2,Midsize,Coupe,30,21,5657,29645,Performance
Ford,Explorer Sport Trac,2008,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,20,14,5657,27490,Crossover
Ford,Escape,2015,regular unleaded,168,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,31,22,5657,23450,Crossover
Ford,Mustang,2016,premium unleaded (recommended),435,8,MANUAL,rear wheel drive,2,Midsize,Coupe,25,15,5657,36395,Performance
Ford,Shelby GT500,2013,premium unleaded (required),662,8,MANUAL,rear wheel drive,2,Midsize,Convertible,24,15,5657,59200,"Factory Tuner,High-Performance"
Ford,Probe,1997,regular unleaded,164,6,MANUAL,front wheel drive,2,Compact,2dr Hatchback,24,18,5657,2000,"Hatchback,Performance"
Ford,Windstar,2002,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,21,16,5657,34040,Crossover
Ford,Five Hundred,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Sedan,26,19,5657,22165,Crossover
Ford,Mustang,2017,premium unleaded (recommended),310,4,MANUAL,rear wheel drive,2,Midsize,Coupe,30,21,5657,25645,Performance
Ford,Freestyle,2007,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Wagon,25,18,5657,29205,Crossover
Ford,E-150,1996,regular unleaded,145,6,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,2000,Crossover
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,21,15,5657,29575,Crossover
Ford,GT,2006,premium unleaded (required),550,8,MANUAL,rear wheel drive,2,Compact,Coupe,19,12,5657,149995,"Exotic,High-Performance"
Ford,Explorer Sport Trac,2009,regular unleaded,292,8,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,21,15,5657,31145,Crossover
Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,19,14,5657,39460,Diesel
Ford,Aerostar,1995,regular unleaded,155,6,AUTOMATIC,all wheel drive,3,Large,Passenger Minivan,18,14,5657,2000,Crossover
Ford,Edge,2015,premium unleaded (recommended),245,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,28,20,5657,33495,Crossover
Ford,Mustang,2016,premium unleaded (recommended),435,8,MANUAL,rear wheel drive,2,Midsize,Coupe,25,15,5657,32395,Performance
Ford,F-150,2015,flex-fuel (unleaded/E85),282,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,23,17,5657,36055,Flex Fuel
Ford,Freestyle,2007,regular unleaded,203,6,AUTOMATIC,all wheel drive,4,Large,Wagon,22,17,5657,31055,Crossover
Ford,Tempo,1992,regular unleaded,140,6,MANUAL,front wheel drive,2,Compact,Coupe,26,19,5657,2000,Crossover
Ford,Transit Wagon,2017,regular unleaded,275,6,AUTOMATIC,rear wheel drive,3,Large,Passenger Van,19,14,5657,39475,Diesel
Ford,F-150,2016,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,5657,38325,Flex Fuel
Ford,Ranger,2011,regular unleaded,143,4,MANUAL,rear wheel drive,2,Compact,Extended Cab Pickup,27,22,5657,19855,Crossover
Ford,Five Hundred,2007,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Sedan,26,19,5657,26610,Crossover
Ford,C-Max Hybrid,2017,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,37,42,5657,24120,Hybrid
Ford,F-250,1998,regular unleaded,220,8,MANUAL,four wheel drive,3,Large,Extended Cab Pickup,16,13,5657,3269,Crossover
Ford,Fusion,2017,regular unleaded,231,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,21,5657,36620,Performance
Ford,Expedition,2017,regular unleaded,365,6,AUTOMATIC,four wheel drive,4,Large,4dr SUV,19,15,5657,51861,Crossover
Ford,Explorer Sport Trac,2008,regular unleaded,292,8,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,20,13,5657,26710,Crossover
Ford,Transit Connect,2015,regular unleaded,169,4,AUTOMATIC,front wheel drive,4,Compact,Cargo Minivan,29,21,5657,24855,Crossover
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Wagon,25,18,5657,28440,Crossover
Ford,Transit Connect,2015,regular unleaded,169,4,AUTOMATIC,front wheel drive,4,Compact,Passenger Minivan,28,20,5657,26710,Crossover
Ford,Bronco,1994,regular unleaded,185,8,MANUAL,four wheel drive,2,Midsize,2dr SUV,16,12,5657,2308,Crossover
Ford,Transit Wagon,2016,flex-fuel (unleaded/E85),275,6,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,19,14,5657,38270,"Flex Fuel,Diesel"
Ford,F-150,2016,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,5657,46895,Flex Fuel
Ford,F-150,2016,flex-fuel (unleaded/E85),385,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,22,15,5657,52515,Flex Fuel
Ford,F-150,2017,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,21,15,5657,40070,Flex Fuel
Ford,C-Max Hybrid,2015,regular unleaded,188,4,AUTOMATIC,front wheel drive,4,Compact,Wagon,37,42,5657,27170,Hybrid
Ford,Expedition,2016,regular unleaded,365,6,AUTOMATIC,four wheel drive,4,Large,4dr SUV,20,14,5657,60835,Crossover
Ford,Probe,1996,regular unleaded,118,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,30,23,5657,2000,Hatchback
Ford,F-150,2015,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,5657,55305,Flex Fuel
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,16,13,5657,30230,Flex Fuel
Ford,Freestar,2007,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,21,15,5657,26665,Crossover
Ford,F-150,2015,flex-fuel (unleaded/E85),282,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,25,18,5657,26030,Flex Fuel
Ford,E-150,1997,regular unleaded,200,6,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,18,14,5657,2000,Crossover
Ford,Transit Connect,2015,regular unleaded,169,4,AUTOMATIC,front wheel drive,4,Compact,Passenger Minivan,28,20,5657,29185,Crossover
Ford,Bronco II,1990,regular unleaded,140,6,MANUAL,four wheel drive,2,Compact,2dr SUV,20,15,5657,2000,Crossover
Ford,E-Series Van,2014,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,16,13,5657,31420,Flex Fuel
Ford,Ranger,2011,regular unleaded,143,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,27,22,5657,18160,Crossover
Ford,Aspire,1995,regular unleaded,63,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,38,31,5657,2000,Hatchback
Ford,Ranger,2009,regular unleaded,143,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,26,21,5657,17665,Crossover
Ford,F-150 Heritage,2004,regular unleaded,202,6,MANUAL,rear wheel drive,4,Large,Extended Cab Pickup,19,15,5657,22295,Crossover
Ford,F-250,1998,regular unleaded,220,8,AUTOMATIC,rear wheel drive,3,Large,Extended Cab Pickup,18,13,5657,3395,Crossover
Ford,F-250,1997,regular unleaded,220,8,MANUAL,four wheel drive,2,Large,Regular Cab Pickup,17,12,5657,3214,Crossover
Ford,F-150 Heritage,2004,regular unleaded,202,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,19,15,5657,19610,Crossover
Ford,Escape,2016,premium unleaded (recommended),178,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,32,23,5657,25790,Crossover
Ford,Edge,2016,regular unleaded,315,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24,17,5657,40900,"Crossover,Performance"
Ford,LTD Crown Victoria,1991,regular unleaded,150,8,AUTOMATIC,rear wheel drive,4,Large,Wagon,22,15,5657,2000,Crossover
Ford,Freestyle,2005,regular unleaded,203,6,AUTOMATIC,front wheel drive,4,Large,Wagon,25,18,5657,25040,Crossover
Ford,E-Series Van,2013,flex-fuel (unleaded/E85),225,8,AUTOMATIC,rear wheel drive,3,Midsize,Cargo Van,17,13,5657,27325,Flex Fuel
Ford,Bronco II,1990,regular unleaded,140,6,MANUAL,four wheel drive,2,Compact,2dr SUV,20,15,5657,2000,Crossover
Ford,Focus,2017,flex-fuel (unleaded/E85),160,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,4dr Hatchback,40,27,5657,21675,"Hatchback,Flex Fuel"
Ford,Ranger,2011,regular unleaded,207,6,MANUAL,four wheel drive,4,Compact,Extended Cab Pickup,19,15,5657,26070,Crossover
Ford,Ranger,2011,regular unleaded,143,4,MANUAL,rear wheel drive,2,Compact,Extended Cab Pickup,27,22,5657,20740,Crossover
Ford,Edge,2017,premium unleaded (recommended),245,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,29,21,5657,28950,Crossover
Ford,F-150,2017,flex-fuel (unleaded/E85),385,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,5657,46895,Flex Fuel
Ford,Explorer Sport Trac,2008,regular unleaded,292,8,AUTOMATIC,all wheel drive,4,Compact,Crew Cab Pickup,19,13,5657,31320,Crossover
Ford,E-Series Wagon,2014,flex-fuel (unleaded/E85),255,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,15,11,5657,37320,Flex Fuel
Ford,Fiesta,2017,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,Sedan,35,27,5657,14130,Crossover
Ford,Explorer Sport,2003,regular unleaded,203,6,AUTOMATIC,rear wheel drive,2,Midsize,2dr SUV,19,14,5657,23835,Crossover
Ford,Flex,2015,regular unleaded,287,6,AUTOMATIC,front wheel drive,4,Large,Wagon,25,18,5657,29100,Crossover
Ford,F-150,2015,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,26,19,5657,31200,Flex Fuel
Ford,F-150,2015,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,26,19,5657,41970,Flex Fuel
Ford,F-150,2016,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,26,19,5657,38250,Flex Fuel
Ford,Flex,2016,regular unleaded,287,6,AUTOMATIC,all wheel drive,4,Large,Wagon,22,16,5657,39750,"Crossover,Performance"
Ford,Edge,2017,regular unleaded,315,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24,17,5657,40900,"Crossover,Performance"
Ford,F-150,2017,regular unleaded,325,6,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,23,18,5657,43490,Flex Fuel
Ford,Explorer,2015,flex-fuel (unleaded/E85),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,24,17,5657,33000,"Crossover,Flex Fuel,Performance"
Ford,Fiesta,2016,regular unleaded,120,4,MANUAL,front wheel drive,4,Compact,Sedan,35,27,5657,14580,Crossover
Ford,F-150,2015,regular unleaded,325,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,26,19,5657,39310,Flex Fuel
Ford,Escort,2003,regular unleaded,130,4,MANUAL,front wheel drive,2,Compact,Coupe,30,23,5657,14355,Crossover
GMC,Yukon XL,2016,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,23,16,549,59700,"Flex Fuel,Performance"
GMC,Yukon Hybrid,2012,regular unleaded,332,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,23,20,549,63130,"Luxury,Hybrid"
GMC,Yukon XL,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,22,15,549,61925,Flex Fuel
GMC,Savana,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Passenger Van,16,11,549,37500,Flex Fuel
GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,549,28105,Flex Fuel
GMC,Yukon XL,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,22,15,549,54230,"Flex Fuel,Performance"
GMC,Sierra 1500HD,2006,regular unleaded,300,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,16,13,549,34640,Crossover
GMC,Canyon,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,23,17,549,29145,Crossover
GMC,Envoy,2009,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,21,15,549,36535,Crossover
GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,24,18,549,39535,Flex Fuel
GMC,Yukon XL,2015,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,23,16,549,58925,Flex Fuel
GMC,Acadia,2015,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,23,16,549,42820,Crossover
GMC,Canyon,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,26,18,549,30765,Diesel
GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,2,Large,Regular Cab Pickup,24,18,549,34590,Flex Fuel
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,24,18,549,40025,Flex Fuel
GMC,Yukon,2017,flex-fuel (unleaded/E85),355,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,23,16,549,48530,"Flex Fuel,Performance"
GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,18,14,549,29380,Flex Fuel
GMC,Yukon XL,2017,premium unleaded (recommended),420,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,20,14,549,71665,Performance
GMC,Canyon,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,27,20,549,29730,Crossover
GMC,Typhoon,1992,regular unleaded,285,6,AUTOMATIC,all wheel drive,2,Compact,2dr SUV,17,14,549,5895,"Factory Tuner,Performance"
GMC,Sierra 1500,2016,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,17,549,43505,Flex Fuel
GMC,Jimmy,2000,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,18,14,549,2916,Crossover
GMC,Suburban,1998,regular unleaded,255,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,17,12,549,2790,Crossover
GMC,Savana,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Midsize,Passenger Van,17,11,549,35915,Flex Fuel
GMC,Canyon,2016,regular unleaded,200,4,MANUAL,rear wheel drive,4,Compact,Extended Cab Pickup,26,19,549,23310,Crossover
GMC,Canyon,2016,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,25,19,549,28595,Crossover
GMC,Acadia,2016,regular unleaded,281,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,22,15,549,36175,Crossover
GMC,Savana Cargo,2016,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,16,11,549,34800,Flex Fuel
GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,rear wheel drive,2,Compact,2dr SUV,22,15,549,2000,Crossover
GMC,Yukon,2017,premium unleaded (recommended),420,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,22,15,549,65965,Performance
GMC,Sierra 1500 Classic,2007,regular unleaded,195,6,MANUAL,rear wheel drive,2,Large,Regular Cab Pickup,21,15,549,15840,Flex Fuel
GMC,Sierra 1500 Classic,2007,regular unleaded,285,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,18,14,549,27580,Flex Fuel
GMC,Envoy XL,2004,regular unleaded,275,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,18,13,549,35870,Crossover
GMC,Sierra 1500,2016,regular unleaded,355,8,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,16,549,47570,Crossover
GMC,Sierra 1500,2015,flex-fuel (unleaded/E85),285,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,22,17,549,42935,Flex Fuel
GMC,Envoy,2007,regular unleaded,291,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,20,14,549,28950,Crossover
GMC,Sierra 1500 Classic,2007,regular unleaded,310,8,AUTOMATIC,four wheel drive,4,Large,Extended Cab Pickup,17,13,549,33785,Flex Fuel
GMC,Canyon,2012,regular unleaded,185,4,AUTOMATIC,four wheel drive,4,Compact,Extended Cab Pickup,23,17,549,26485,Crossover
GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,four wheel drive,2,Compact,2dr SUV,18,14,549,2000,Crossover
GMC,Sierra 1500,2017,flex-fuel (unleaded/E85),285,6,AUTOMATIC,rear wheel drive,4,Large,Extended Cab Pickup,24,18,549,37560,Flex Fuel
GMC,S-15,1990,regular unleaded,105,4,MANUAL,rear wheel drive,2,Compact,Regular Cab Pickup,25,21,549,2000,Crossover
GMC,Jimmy,1999,regular unleaded,190,6,UNKNOWN,rear wheel drive,2,Compact,2dr SUV,19,14,549,2182,Crossover
GMC,Jimmy,2001,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,20,15,549,26770,Crossover
GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,18,14,549,2000,Crossover
GMC,Envoy XL,2004,regular unleaded,275,6,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,18,13,549,31320,Crossover
GMC,Safari,2003,regular unleaded,190,6,AUTOMATIC,all wheel drive,3,Large,Passenger Minivan,16,12,549,25690,Crossover
GMC,Sierra 1500HD,2006,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,18,13,549,31405,Crossover
GMC,Savana Cargo,2015,flex-fuel (unleaded/E85),285,8,AUTOMATIC,rear wheel drive,3,Large,Cargo Van,17,11,549,31415,Flex Fuel
GMC,Terrain,2016,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,29,20,549,32370,Crossover
GMC,Sierra 1500,2017,regular unleaded,355,8,AUTOMATIC,rear wheel drive,4,Large,Crew Cab Pickup,23,16,549,44840,Crossover
GMC,Canyon,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Compact,Extended Cab Pickup,27,20,549,27305,Crossover
GMC,S-15 Jimmy,1991,regular unleaded,150,6,MANUAL,rear wheel drive,4,Midsize,4dr SUV,22,15,549,2000,Crossover
GMC,Canyon,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Compact,Crew Cab Pickup,27,20,549,29245,Diesel
GMC,Jimmy,2000,regular unleaded,190,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,20,15,549,2590,Crossover
GMC,Envoy XL,2004,regular unleaded,275,6,AUTOMATIC,four wheel drive,4,Large,4dr SUV,18,13,549,33570,Crossover
GMC,Terrain,2015,regular unleaded,182,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,29,20,549,31570,Crossover
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,21,2202,32895,Crossover
Honda,Accord Crosstour,2010,regular unleaded,271,6,AUTOMATIC,all wheel drive,4,Midsize,4dr Hatchback,25,17,2202,34020,"Crossover,Hatchback"
Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,39,30,2202,21190,Crossover
Honda,Accord,2017,regular unleaded,185,4,MANUAL,front wheel drive,4,Midsize,Sedan,32,23,2202,22355,Crossover
Honda,Accord,2017,regular unleaded,189,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,26,2202,25215,Crossover
Honda,S2000,2008,premium unleaded (required),237,4,MANUAL,rear wheel drive,2,Compact,Convertible,25,18,2202,34300,Performance
Honda,Civic,2016,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,42,31,2202,26500,Crossover
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,37,27,2202,23005,Crossover
Honda,Accord,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,37,27,2202,30670,Crossover
Honda,Passport,2002,regular unleaded,205,6,MANUAL,four wheel drive,4,Midsize,4dr SUV,19,15,2202,26450,Crossover
Honda,Passport,2002,regular unleaded,205,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,19,15,2202,29550,Crossover
Honda,Crosstour,2013,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Midsize,4dr Hatchback,30,20,2202,33540,"Crossover,Hatchback"
Honda,Fit EV,2013,electric,249.30543535620052,0,DIRECT_DRIVE,front wheel drive,4,Compact,4dr Hatchback,105,132,2202,36625,Hatchback
Honda,Civic,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,2,Compact,Coupe,41,30,2202,20850,Crossover
Honda,Fit,2015,regular unleaded,130,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,37,29,2202,15650,Hatchback
Honda,Civic,2017,regular unleaded,174,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,42,32,2202,23300,Performance
Honda,Fit,2017,regular unleaded,130,4,MANUAL,front wheel drive,4,Compact,4dr Hatchback,36,29,2202,15990,Hatchback
Honda,Accord,2016,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,32,21,2202,34225,Performance
Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,39,30,2202,24340,Crossover
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,35,26,2202,24625,Crossover
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,35,26,2202,28495,Crossover
Honda,Crosstour,2013,regular unleaded,192,4,AUTOMATIC,front wheel drive,4,Midsize,4dr Hatchback,31,22,2202,30915,"Crossover,Hatchback"
Honda,Accord,2017,regular unleaded,185,4,MANUAL,front wheel drive,2,Midsize,Coupe,32,23,2202,24025,Crossover
Honda,CR-V,2014,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,31,23,2202,27870,Crossover
Honda,Ridgeline,2014,regular unleaded,250,6,AUTOMATIC,four wheel drive,4,Large,Crew Cab Pickup,21,15,2202,32380,Crossover
Honda,Accord,2015,regular unleaded,185,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,35,26,2202,26300,Crossover
Honda,CR-Z,2015,regular unleaded,130,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,38,31,2202,23490,"Hatchback,Hybrid"
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,2202,37455,Crossover
Honda,Civic,2017,regular unleaded,174,4,MANUAL,front wheel drive,4,Midsize,Sedan,42,31,2202,21500,Performance
Honda,Odyssey,2016,regular unleaded,248,6,AUTOMATIC,front wheel drive,4,Large,Passenger Minivan,28,19,2202,32550,Crossover
Honda,Accord,2017,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,36,27,2202,30820,Crossover
Honda,Accord,2015,regular unleaded,189,4,MANUAL,front wheel drive,4,Midsize,Sedan,34,24,2202,23865,Crossover
Honda,Accord,2017,regular unleaded,189,4,MANUAL,front wheel drive,4,Midsize,Sedan,32,23,2202,24415,Crossover
Honda,Pilot,2017,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,2202,30595,Crossover
Honda,Civic,2015,regular unleaded,143,4,AUTOMATIC,front wheel drive,2,Compact,Coupe,39,30,2202,19090,Crossover
Honda,Insight,2013,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,44,41,2202,20375,"Hatchback,Hybrid"
Honda,Passport,2001,regular unleaded,205,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,19,15,2202,27300,Crossover
Honda,Accord,2017,regular unleaded,278,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,33,21,2202,30895,Crossover
Honda,Civic,2016,regular unleaded,158,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,41,31,2202,20440,Crossover
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,2202,32580,Crossover
Honda,CR-V,2016,regular unleaded,185,4,AUTOMATIC,front wheel drive,4,Compact,4dr SUV,33,26,2202,24545,Crossover
Honda,Insight,2012,regular unleaded,98,4,AUTOMATIC,front wheel drive,4,Compact,4dr Hatchback,44,41,2202,21965,"Hatchback,Hybrid"
Honda,Pilot,2016,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,19,2202,42970,Crossover
Honda,Accord,2015,regular unleaded,278,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,32,21,2202,32550,Performance
Honda,Ridgeline,2017,regular unleaded,280,6,AUTOMATIC,all wheel drive,4,Large,Crew Cab Pickup,25,18,2202,33315,Crossover
